sample_time,computation_time,detection,fpic_rank,fpim_rank,fwaf_rank,fiml_rank,fx_rank
0.000000,0.006198,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.049990,0.003557,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.099930,0.003137,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.150021,0.003232,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.199864,0.003076,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.250037,0.003071,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.299932,0.003277,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.350031,0.003114,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.399861,0.003048,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.450046,0.003081,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.499931,0.003088,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.550033,0.003054,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.600349,0.003165,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.650034,0.003142,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.699930,0.003035,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.750011,0.003055,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.800024,0.003108,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.850019,0.003197,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.900120,0.003032,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.950052,0.003130,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.000025,0.003026,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.049925,0.003007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.100121,0.003046,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.149897,0.003111,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.200064,0.003026,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.250157,0.003002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.300123,0.003109,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.349924,0.003004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.400049,0.003112,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.449926,0.003066,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.500103,0.003015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.549933,0.003037,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.600051,0.003060,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.649917,0.003160,0,0.000000,0.000000,0.000000,0.000000,0.000000 
